"GroupNumber"	"CandidateOrder"	"TimeLimit"	"CandidateOrder1"	"CandidateOrder2"	"Age"	"Education"	"Religion"	"Ethnicity"	"Income"	"Marital"	"Employed"	"Gender"	"SearchesPerWeek"	"EverSearched"	"LastElection"	"PoliticalView"	"FamiliarCandidate1"	"FamiliarCandidate2"	"PreTestImpressionCandidate1"	"PreTestImpressionCandidate2"	"PreTestLikableCandidate1"	"PreTestLikableCandidate2"	"PreTestTrustCandidate1"	"PreTestTrustCandidate2"	"PreTestLikelyVoteBipolar"	"PreTestLikelyVoteCandidate1"	"PreTestLikelyVoteCandidate2"	"PreTestVoteWhichCandidate"	"PreTestVoteEitherCandidate"	"PostTestImpressionCandidate1"	"PostTestImpressionCandidate2"	"PostTestLikableCandidate1"	"PostTestLikableCandidate2"	"PostTestTrustCandidate1"	"PostTestTrustCandidate2"	"PostTestLikelyVoteBipolar"	"PostTestLikelyVoteCandidate1"	"PostTestLikelyVoteCandidate2"	"PostTestVoteWhichCandidate"	"PostTestVoteEitherCandidate"	"Bothered"	"BotheredText"	"TimePage1"	"TimePage2"	"TimePage3"	"TimePage4"	"TimePage5"	"Timer1"	"Timer2"	"Timer3"	"Timer4"	"Timer5"	"Timer6"	"Timer7"	"Timer8"	"Timer9"	"Timer10"	"Timer11"	"Timer12"	"Timer13"	"Timer14"	"Timer15"	"Timer16"	"Timer17"	"Timer18"	"Timer19"	"Timer20"	"Timer21"	"Timer22"	"Timer23"	"Timer24"	"Timer25"	"Timer26"	"Timer27"	"Timer28"	"Timer29"	"Timer30"	"Clicks1"	"Clicks2"	"Clicks3"	"Clicks4"	"Clicks5"	"Clicks6"	"Clicks7"	"Clicks8"	"Clicks9"	"Clicks10"	"Clicks11"	"Clicks12"	"Clicks13"	"Clicks14"	"Clicks15"	"Clicks16"	"Clicks17"	"Clicks18"	"Clicks19"	"Clicks20"	"Clicks21"	"Clicks22"	"Clicks23"	"Clicks24"	"Clicks25"	"Clicks26"	"Clicks27"	"Clicks28"	"Clicks29"	"Clicks30"	"NumberOfClicks"	"AvgSecPerPage"	"TotalSearchTime"	"Country"	"Fluency"	"ExpName"
1	1	15	"David Cameron"	"Ed Miliband"	35	"Bachelors"	"Hinduism"	"Asian"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Female"	16	"Yes"	"Yes"	"Liberal (left)"	10	8	10	9	10	8	10	6	-5	0	0	"David Cameron"	0	10	7	10	8	8	5	-5	0	0	"David Cameron"	0	"No"	" "	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	135	"India"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	33	"Bachelors"	"None"	"White"	"I prefer not to say"	"Never married"	"Yes"	"Male"	6	"Yes"	"No"	"Moderate (centre)"	5	1	7	7	7	7	6	6	1	0	0	"David Cameron"	0	5	8	5	8	5	6	-2	0	0	"Ed Miliband"	0	"No"	" "	41	21	32	0	0	0	0	0	0	0	35	0	0	0	0	58	0	0	0	0	0	0	0	0	76	0	0	0	0	34	0	0	57	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	5	70.8	354	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	29	"Masters"	"None"	"White"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"No"	"Male"	12	"Yes"	"Yes"	"Moderate (centre)"	4	1	5	7	4	5	5	5	3	0	0	"Ed Miliband"	0	2	4	2	3	2	4	4	0	0	"Ed Miliband"	0	"Yes"	"As far as I saw, there was never anything positive about Miliband."	48	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	75	"United States"	9	"BiasAlert1"
3	1	15	"David Cameron"	"Ed Miliband"	30	"Secondary"	"Islam"	"Black"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Married"	"No"	"Female"	5	"Yes"	"No"	"None"	1	1	9	9	8	7	7	7	-2	0	0	"David Cameron"	0	9	5	8	5	7	4	-4	0	0	"David Cameron"	0	"No"	" "	45	0	0	0	0	44	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	91.333333333333	274	"United States"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	40	"Masters"	"Hinduism"	"Asian"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Male"	1	"Yes"	"Yes"	"Liberal (left)"	7	4	7	7	7	7	6	6	0	0	0	"David Cameron"	0	7	6	7	6	6	5	-3	0	0	"David Cameron"	0	"No"	" "	85	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	45	135	"India"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	25	"Masters"	"Christianity"	"Black"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Liberal (left)"	5	1	7	9	7	9	5	5	-3	0	0	"Ed Miliband"	0	7	9	7	9	5	6	-4	0	0	"Ed Miliband"	0	"No"	" "	110	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	87	174	"United States"	10	"BiasAlert1"
1	1	15	"David Cameron"	"Ed Miliband"	29	"Secondary"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"No"	"Female"	15	"Yes"	"Yes"	"Liberal (left)"	8	3	10	10	10	10	5	5	-2	0	0	"David Cameron"	0	10	2	9	1	8	2	-5	0	0	"David Cameron"	0	"No"	" "	19	7	0	8	240	0	0	0	0	0	3	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	9	32.444444444444	292	"United States"	10	"Original"
2	1	15	"David Cameron"	"Ed Miliband"	28	"Bachelors"	"None"	"Other"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"No"	"Female"	15	"Yes"	"Yes"	"Liberal (left)"	2	1	4	7	6	7	4	4	2	0	0	"Ed Miliband"	0	2	8	2	8	2	7	4	0	0	"Ed Miliband"	0	"No"	" "	37	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	4	22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	4	29.5	118	"Ukraine"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	29	"Secondary"	"None"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Male"	7	"Yes"	"Yes"	"Conservative (right)"	8	1	8	4	8	6	9	2	5	0	0	"David Cameron"	0	9	3	7	3	8	4	5	0	0	"David Cameron"	0	"No"	" "	103	22	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	153	306	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	44	"Bachelors"	"Christianity"	"Hispanic"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	25	"Yes"	"Yes"	"Liberal (left)"	7	2	7	7	6	8	4	5	-2	0	0	"Ed Miliband"	0	2	9	1	9	1	8	-4	0	0	"Ed Miliband"	0	"No"	" "	89	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	115	0	64	0	21	140	138	0	0	0	37	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	8	112.75	902	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	19	"Secondary"	"None"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"No"	"Male"	100	"Yes"	"No"	"Moderate (centre)"	1	1	6	6	6	6	2	2	0	0	0	"David Cameron"	0	7	4	6	4	4	3	-1	0	0	"David Cameron"	0	"Yes"	"They all seemed biased one way or the other.  I had trouble knowing what was actually true and what was just mudslinging.  I guess that\'s basically what a lot of news sites are like in reality, though."	8	7	17	10	0	0	0	0	0	0	0	0	0	0	0	0	352	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	51.727272727273	569	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	31	"Bachelors"	"Christianity"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Never married"	"Yes"	"Male"	8	"Yes"	"Yes"	"Liberal (left)"	8	3	2	8	1	7	1	5	5	0	0	"Ed Miliband"	0	1	7	1	6	1	5	5	0	0	"Ed Miliband"	0	"Yes"	"They were heavily biased towards David Cameron."	25	22	0	0	0	70	0	0	131	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	85.666666666667	257	"United States"	10	"BiasAlert1"
1	1	15	"David Cameron"	"Ed Miliband"	33	"Secondary"	"None"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Male"	8	"Yes"	"Yes"	"Liberal (left)"	5	2	2	4	2	5	2	7	4	0	0	"Ed Miliband"	0	2	6	2	7	2	8	3	0	0	"Ed Miliband"	0	"No"	" "	31	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	46	"United States"	7	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	42	"Bachelors"	"None"	"Asian"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Male"	60	"Yes"	"Yes"	"Moderate (centre)"	9	9	4	9	4	9	4	8	-4	0	0	"Ed Miliband"	0	4	9	4	9	4	9	-5	0	0	"Ed Miliband"	0	"No"	" "	113	29	0	0	0	115	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	160.66666666667	482	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	29	"Bachelors"	"Christianity"	"White"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Married"	"Yes"	"Male"	15	"Yes"	"Yes"	"Moderate (centre)"	1	1	9	9	10	10	8	8	1	0	0	"Ed Miliband"	0	6	9	6	9	6	9	3	0	0	"Ed Miliband"	0	"No"	" "	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	52	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	4	34	136	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	49	"Secondary"	"Christianity"	"Black"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Female"	15	"Yes"	"Yes"	"Conservative (right)"	10	1	10	3	10	3	10	4	-5	0	0	"David Cameron"	0	10	4	10	4	10	4	-5	0	0	"David Cameron"	0	"No"	" "	101	0	0	0	0	0	0	0	0	0	107	36	0	0	0	138	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	132.25	529	"United States"	10	"BiasAlert1"
1	1	15	"David Cameron"	"Ed Miliband"	41	"Secondary"	"None"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Married"	"No"	"Male"	35	"No"	"Yes"	"Moderate (centre)"	7	1	7	6	7	7	6	6	-2	0	0	"David Cameron"	0	6	6	6	6	5	5	-1	0	0	"David Cameron"	0	"No"	" "	76	22	22	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	148	"United States"	10	"BiasAlert1"
3	1	15	"David Cameron"	"Ed Miliband"	36	"Bachelors"	"Christianity"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Male"	5	"Yes"	"Yes"	"Moderate (centre)"	5	2	6	4	7	5	6	5	-3	0	0	"David Cameron"	0	4	3	2	2	4	3	-3	0	0	"David Cameron"	0	"No"	" "	41	136	0	0	0	15	0	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	0	0	25	0	0	0	0	181	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	6	73.666666666667	442	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	30	"Secondary"	"None"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Liberal (left)"	6	1	6	7	7	8	7	8	3	0	0	"Ed Miliband"	0	6	6	5	8	5	6	1	0	0	"Ed Miliband"	0	"No"	" "	56	25	23	15	21	0	0	0	0	0	25	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	23	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	59.25	237	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	51	"Secondary"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"No"	"Female"	10	"Yes"	"Yes"	"Moderate (centre)"	6	1	8	10	7	10	8	10	-3	0	0	"Ed Miliband"	0	1	10	1	10	3	10	-5	0	0	"Ed Miliband"	0	"No"	" "	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	14	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	81.333333333333	244	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	44	"Secondary"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Male"	17	"Yes"	"Yes"	"Moderate (centre)"	3	3	8	10	8	9	8	9	4	0	0	"Ed Miliband"	0	9	4	9	7	9	6	-3	0	0	"David Cameron"	0	"Yes"	"A lot more positive for David and a lot of negative for ed"	55	34	19	70	8	21	27	0	7	0	54	0	40	23	0	65	141	0	32	0	0	0	0	0	0	0	0	126	134	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11	77.818181818182	856	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	24	"Bachelors"	"None"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Married"	"Yes"	"Male"	18	"Yes"	"Yes"	"None"	10	10	1	6	1	6	1	7	-5	0	0	"Ed Miliband"	0	1	5	1	6	1	6	-5	0	0	"Ed Miliband"	0	"No"	" "	21	12	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	38	"UNITED KINGDOM"	10	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	29	"Bachelors"	"Hinduism"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Married"	"Yes"	"Male"	25	"No"	"Yes"	"None"	1	1	7	10	8	8	9	8	-5	0	0	"Ed Miliband"	0	8	10	8	7	8	7	-5	0	0	"Ed Miliband"	0	"No"	" "	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	"India"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	28	"Bachelors"	"None"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Female"	20	"Yes"	"Yes"	"Liberal (left)"	6	1	5	7	5	7	5	7	-2	0	0	"Ed Miliband"	0	5	8	5	8	5	8	-4	0	0	"Ed Miliband"	0	"No"	" "	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	37	"Secondary"	"Christianity"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Married"	"Yes"	"Female"	12	"Yes"	"Yes"	"Moderate (centre)"	4	4	9	6	9	5	9	4	-5	0	0	"David Cameron"	0	6	7	6	7	6	7	3	0	0	"Ed Miliband"	0	"Yes"	"They seem biased."	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	4	7.25	29	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	30	"Doctorate"	"None"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Divorced"	"Yes"	"Male"	30	"Yes"	"Yes"	"Liberal (left)"	10	8	10	10	10	8	9	5	5	0	0	"David Cameron"	0	9	4	10	5	9	3	5	0	0	"David Cameron"	0	"Yes"	"I read about 6 or 7 articles, maybe more, but everyone of them was a smear on Cameron. That mad me have an even worse taste in my mouth for Miliband. Initially, I was much more familiar with Cameron, being current PM, and I knew of Miliband from some t.v. coverage here in the states, i.e. CNN International and the BBC channel. But I didn\'t have too much of a bias one way or the other. Seeing how the articles just kept putting down Cameron made me not trust the Miliband Campaign."	43	28	56	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	84	0	0	0	0	53	0	39	0	0	102	0	0	0	0	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	6	86.666666666667	520	"United States"	10	"BiasAlert1"
1	1	15	"David Cameron"	"Ed Miliband"	45	"Masters"	"I prefer not to say"	"Black"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Divorced"	"Yes"	"Female"	10	"Yes"	"Yes"	"Liberal (left)"	1	1	10	8	10	8	6	6	-5	0	0	"David Cameron"	0	10	6	10	5	8	5	-5	0	0	"David Cameron"	0	"No"	" "	72	0	0	0	0	46	102	0	0	0	118	61	0	0	0	103	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	96.5	579	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	34	"Primary"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Female"	20	"Yes"	"Yes"	"Liberal (left)"	3	1	5	6	2	7	1	6	-3	0	0	"Ed Miliband"	0	1	8	1	8	1	6	-4	0	0	"Ed Miliband"	0	"No"	" "	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	39	"United States"	10	"Original"
2	1	15	"David Cameron"	"Ed Miliband"	32	"Bachelors"	"Other"	"Black"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	14	"Yes"	"Yes"	"None"	6	8	8	9	7	6	4	4	0	0	0	"David Cameron"	0	6	7	9	6	5	5	-2	0	0	"David Cameron"	0	"No"	" "	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	"United States"	10	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	50	"Secondary"	"Christianity"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Never married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	7	1	7	7	7	7	5	5	1	0	0	"David Cameron"	0	8	3	7	6	6	6	2	0	0	"David Cameron"	0	"No"	" "	22	11	13	11	26	0	0	85	0	87	0	0	0	0	0	130	0	0	0	25	0	0	0	0	22	0	0	0	0	0	0	0	0	63	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	9	55	495	"United States"	10	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	29	"Secondary"	"None"	"Black"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"No"	"Female"	10	"Yes"	"Yes"	"Conservative (right)"	1	1	10	10	10	10	9	9	5	0	0	"David Cameron"	0	10	10	10	10	10	10	4	0	0	"David Cameron"	0	"No"	" "	107	0	0	0	0	0	0	0	0	0	0	748	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	300.33333333333	901	"United States"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	39	"Secondary"	"None"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Divorced"	"Yes"	"Female"	11	"Yes"	"Yes"	"Moderate (centre)"	3	2	7	8	7	8	5	6	-2	0	0	"Ed Miliband"	0	6	8	6	9	6	9	-4	0	0	"Ed Miliband"	0	"Yes"	"I expected a biography report on each candidate at the top of the search results.  I also found the results to be biased for one candidate or another, depending on the article.  The Non Bias title at the top of the results was misleading."	36	59	0	0	0	0	0	0	0	0	8	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	98	97	0	0	0	148	35	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	9	60.444444444444	544	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	20	"Secondary"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	10	"Yes"	"Yes"	"None"	1	1	10	7	9	4	7	3	-3	0	0	"David Cameron"	0	9	6	9	4	4	5	-4	0	0	"David Cameron"	0	"No"	" "	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	46	46	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	36	"Bachelors"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Female"	40	"Yes"	"Yes"	"Moderate (centre)"	8	1	8	5	9	5	6	6	-3	0	0	"David Cameron"	0	7	3	7	4	5	5	-2	0	0	"David Cameron"	0	"Yes"	"It said at the top of the search results from the start that I was biased for Miliband before even looking at an article.  I was trying to find something that was positive about Cameron to offset this, but most of the articles showed him in a negative light.  There were many more stories either making Miliband look good or making Cameron look bad.  I think the media is biased in favor of Miliband."	107	70	88	0	0	0	0	0	0	67	0	0	0	0	63	0	0	0	0	61	0	0	0	216	37	0	0	0	82	0	0	0	0	111	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	7	128.85714285714	902	"United States"	10	"BiasAlert1"
3	1	15	"David Cameron"	"Ed Miliband"	33	"Bachelors"	"None"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Male"	5	"Yes"	"Yes"	"Liberal (left)"	6	1	6	7	6	8	7	7	2	0	0	"Ed Miliband"	0	5	8	5	8	6	8	3	0	0	"Ed Miliband"	0	"No"	" "	44	76	0	0	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	21	0	0	0	0	27	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	4	64.5	258	"United States"	10	"BiasAlert1"
1	1	15	"David Cameron"	"Ed Miliband"	18	"Secondary"	"Christianity"	"Hispanic"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"No"	"Male"	15	"No"	"No"	"None"	7	1	8	5	10	7	9	7	-4	0	0	"David Cameron"	0	7	7	6	3	5	5	0	0	0	"David Cameron"	0	"Yes"	"That search engine doesn\'t exist, and it didn\'t feel right.  Use a real search engine and we won\'t be as worried."	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	29	"Bachelors"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	5	"Yes"	"Yes"	"Liberal (left)"	6	1	10	10	10	10	10	10	3	0	0	"Ed Miliband"	0	4	9	4	9	2	9	4	0	0	"Ed Miliband"	0	"Yes"	"A lot of the articles were opinion pieces, which made it difficult for me to make a decision because I felt they were biased."	28	30	25	15	11	0	0	0	0	0	31	0	0	0	0	0	11	0	0	0	0	0	0	0	46	1	0	22	0	43	0	0	14	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	1	2	0	0	1	0	0	13	21.307692307692	277	"United States"	10	"Original"
